rowNo,tconst,title,Month,revenue
32141,tt16985226,The Guardian,September,13406158
32142,tt1756811,The Guardian,September,13406158
32143,tt1805446,The Guardian,September,13406158
32144,tt2173985,The Guardian,September,13406158
32145,tt5455320,The Guardian,September,13406158
32146,tt5594956,The Guardian,September,13406158
32147,tt7146054,The Guardian,September,13406158
32148,tt7655190,The Guardian,September,13406158
32149,tt0099710,The Guardian,October,36886270
32150,tt0175692,The Guardian,October,36886270
32151,tt0207501,The Guardian,October,36886270
32152,tt0406816,The Guardian,October,36886270
32153,tt0462326,The Guardian,October,36886270
32154,tt10942512,The Guardian,October,36886270
32155,tt10974524,The Guardian,October,36886270
32156,tt13988856,The Guardian,October,36886270
32157,tt14024066,The Guardian,October,36886270
32158,tt14061934,The Guardian,October,36886270
32159,tt16985226,The Guardian,October,36886270
32160,tt1756811,The Guardian,October,36886270
32161,tt1805446,The Guardian,October,36886270
32162,tt2173985,The Guardian,October,36886270
32163,tt5455320,The Guardian,October,36886270
32164,tt5594956,The Guardian,October,36886270
32165,tt7146054,The Guardian,October,36886270
32166,tt7655190,The Guardian,October,36886270
32167,tt0099710,The Guardian,November,3478779
32168,tt0175692,The Guardian,November,3478779
32169,tt0207501,The Guardian,November,3478779
32170,tt0406816,The Guardian,November,3478779
32171,tt0462326,The Guardian,November,3478779
32172,tt10942512,The Guardian,November,3478779
32173,tt10974524,The Guardian,November,3478779
32174,tt13988856,The Guardian,November,3478779
32175,tt14024066,The Guardian,November,3478779
32176,tt14061934,The Guardian,November,3478779
32177,tt16985226,The Guardian,November,3478779
32178,tt1756811,The Guardian,November,3478779
32179,tt1805446,The Guardian,November,3478779
32180,tt2173985,The Guardian,November,3478779
32181,tt5455320,The Guardian,November,3478779
32182,tt5594956,The Guardian,November,3478779
32183,tt7146054,The Guardian,November,3478779
32184,tt7655190,The Guardian,November,3478779
32185,tt0125754,The Guardians,May,4723
32186,tt0800054,The Guardians,May,4723
32187,tt1874759,The Guardians,May,4723
32188,tt3322362,The Guardians,May,4723
32189,tt4558276,The Guardians,May,4723
32190,tt4600952,The Guardians,May,4723
32191,tt5361016,The Guardians,May,4723
32192,tt5672990,The Guardians,May,4723
32193,tt6213362,The Guardians,May,4723
32194,tt6901956,The Guardians,May,4723
32195,tt7348082,The Guardians,May,4723
32196,tt8150132,The Guardians,May,4723
32197,tt0058164,The Guest,September,136601
32198,tt0067537,The Guest,September,136601
32199,tt0199916,The Guest,September,136601
32200,tt19369846,The Guest,September,136601
32201,tt1989571,The Guest,September,136601
32202,tt19896698,The Guest,September,136601
32203,tt2980592,The Guest,September,136601
32204,tt3308106,The Guest,September,136601
32205,tt5955834,The Guest,September,136601
32206,tt6268924,The Guest,September,136601
32207,tt6434506,The Guest,September,136601
32208,tt6447494,The Guest,September,136601
32209,tt7171422,The Guest,September,136601
32210,tt8792882,The Guest,September,136601
32211,tt9363208,The Guest,September,136601
32212,tt0058164,The Guest,October,72279
32213,tt0067537,The Guest,October,72279
32214,tt0199916,The Guest,October,72279
32215,tt19369846,The Guest,October,72279
32216,tt1989571,The Guest,October,72279
32217,tt19896698,The Guest,October,72279
32218,tt2980592,The Guest,October,72279
32219,tt3308106,The Guest,October,72279
32220,tt5955834,The Guest,October,72279
32221,tt6268924,The Guest,October,72279
32222,tt6434506,The Guest,October,72279
32223,tt6447494,The Guest,October,72279
32224,tt7171422,The Guest,October,72279
32225,tt8792882,The Guest,October,72279
32226,tt9363208,The Guest,October,72279
32227,tt1694020,The Guilt Trip,January,13573983
32228,tt1694020,The Guilt Trip,February,672775
32229,tt1694020,The Guilt Trip,March,116536
32230,tt1694020,The Guilt Trip,December,22770921
32231,tt0044678,The Gunman,March,9317455
32232,tt0339537,The Gunman,March,9317455
32233,tt2515034,The Gunman,March,9317455
32234,tt5241920,The Gunman,March,9317455
32235,tt7208804,The Gunman,March,9317455
32236,tt0044678,The Gunman,April,1347294
32237,tt0339537,The Gunman,April,1347294
32238,tt2515034,The Gunman,April,1347294
32239,tt5241920,The Gunman,April,1347294
32240,tt7208804,The Gunman,April,1347294
32241,tt0064396,The Guru,January,180406
32242,tt0280720,The Guru,January,180406
32243,tt0064396,The Guru,February,2080268
32244,tt0280720,The Guru,February,2080268
32245,tt0064396,The Guru,March,734212
32246,tt0280720,The Guru,March,734212
32247,tt0064396,The Guru,April,54524
32248,tt0280720,The Guru,April,54524
32249,tt0064396,The Guru,May,1811
32250,tt0280720,The Guru,May,1811
32251,tt4016934,The Handmaiden,January,3804
32252,tt4016934,The Handmaiden,December,5326
32253,tt1119646,The Hangover,June,188381740
32254,tt4353954,The Hangover,June,188381740
32255,tt1119646,The Hangover,July,63875995
32256,tt4353954,The Hangover,July,63875995
32257,tt1119646,The Hangover,August,18091265
32258,tt4353954,The Hangover,August,18091265
32259,tt1119646,The Hangover,September,4214907
32260,tt4353954,The Hangover,September,4214907
32261,tt1119646,The Hangover,October,2172282
32262,tt4353954,The Hangover,October,2172282
32263,tt1119646,The Hangover,November,507825
32264,tt4353954,The Hangover,November,507825
32265,tt1119646,The Hangover,December,78489
32266,tt4353954,The Hangover,December,78489
32267,tt1411697,The Hangover Part II,May,142622321
32268,tt1411697,The Hangover Part II,June,103229561
32269,tt1411697,The Hangover Part II,July,7175161
32270,tt1411697,The Hangover Part II,August,1298552
32271,tt1411697,The Hangover Part II,September,138710
32272,tt1951261,The Hangover Part III,May,77390347
32273,tt1951261,The Hangover Part III,June,33316988
32274,tt1951261,The Hangover Part III,July,1343103
32275,tt1951261,The Hangover Part III,August,149634
32276,tt0061748,The Happening,June,59670027
32277,tt0949731,The Happening,June,59670027
32278,tt0061748,The Happening,July,4358051
32279,tt0949731,The Happening,July,4358051
32280,tt0061748,The Happening,August,457518
32281,tt0949731,The Happening,August,457518
32282,tt0061748,The Happening,September,4438
32283,tt0949731,The Happening,September,4438
32284,tt4910718,The Happys,May,104
32285,tt1308728,The Happytime Murders,August,13797155
32286,tt1308728,The Happytime Murders,September,6909297
32287,tt5580266,The Hate U Give,October,19714574
32288,tt5580266,The Hate U Give,November,9360310
32289,tt5580266,The Hate U Give,December,568803
32290,tt3460252,The Hateful Eight,January,39029466
32291,tt3460252,The Hateful Eight,February,1216768
32292,tt3460252,The Hateful Eight,March,422700
32293,tt3460252,The Hateful Eight,April,109272
32294,tt3460252,The Hateful Eight,December,13339210
32295,tt0338094,The Haunted Mansion,January,5090841
32296,tt0338094,The Haunted Mansion,November,34046111
32297,tt0338094,The Haunted Mansion,December,32970177
32298,tt0492044,The Haunting in Connecticut,March,25629557
32299,tt0492044,The Haunting in Connecticut,April,28985115
32300,tt0492044,The Haunting in Connecticut,May,774844
32301,tt1045655,The Haunting of Molly Hartley,January,74146
32302,tt1045655,The Haunting of Molly Hartley,February,3294
32303,tt1045655,The Haunting of Molly Hartley,October,1788263
32304,tt1045655,The Haunting of Molly Hartley,November,11561914
32305,tt1045655,The Haunting of Molly Hartley,December,132195
32306,tt0013224,The Heart Specialist,January,1066739
32307,tt0455841,The Heart Specialist,January,1066739
32308,tt0013224,The Heart Specialist,February,36298
32309,tt0455841,The Heart Specialist,February,36298
32310,tt0068687,The Heartbreak Kid,October,35586311
32311,tt0107093,The Heartbreak Kid,October,35586311
32312,tt0408839,The Heartbreak Kid,October,35586311
32313,tt0068687,The Heartbreak Kid,November,1155627
32314,tt0107093,The Heartbreak Kid,November,1155627
32315,tt0408839,The Heartbreak Kid,November,1155627
32316,tt0068687,The Heartbreak Kid,December,45319
32317,tt0107093,The Heartbreak Kid,December,45319
32318,tt0408839,The Heartbreak Kid,December,45319
32319,tt11067026,The Heat,June,39115043
32320,tt2404463,The Heat,June,39115043
32321,tt8649090,The Heat,June,39115043
32322,tt11067026,The Heat,July,104881627
32323,tt2404463,The Heat,July,104881627
32324,tt8649090,The Heat,July,104881627
32325,tt11067026,The Heat,August,13032325
32326,tt2404463,The Heat,August,13032325
32327,tt8649090,The Heat,August,13032325
32328,tt11067026,The Heat,September,1933771
32329,tt2404463,The Heat,September,1933771
32330,tt8649090,The Heat,September,1933771
32331,tt11067026,The Heat,October,520054
32332,tt2404463,The Heat,October,520054
32333,tt8649090,The Heat,October,520054
32334,tt11067026,The Heat,November,85322
32335,tt2404463,The Heat,November,85322
32336,tt8649090,The Heat,November,85322
32337,tt11067026,The Heat,December,14046
32338,tt2404463,The Heat,December,14046
32339,tt8649090,The Heat,December,14046
32340,tt1454029,The Help,August,102605854
32341,tt1454029,The Help,September,54643117
32342,tt1454029,The Help,October,9702105
32343,tt1454029,The Help,November,143585
32344,tt0014132,The Hero,June,911618
32345,tt0068694,The Hero,June,911618
32346,tt0424142,The Hero,June,911618
32347,tt1753900,The Hero,June,911618
32348,tt4716814,The Hero,June,911618
32349,tt5655222,The Hero,June,911618
32350,tt7351476,The Hero,June,911618
32351,tt0014132,The Hero,July,2946706
32352,tt0068694,The Hero,July,2946706
32353,tt0424142,The Hero,July,2946706
32354,tt1753900,The Hero,July,2946706
32355,tt4716814,The Hero,July,2946706
32356,tt5655222,The Hero,July,2946706
32357,tt7351476,The Hero,July,2946706
32358,tt0014132,The Hero,August,174606
32359,tt0068694,The Hero,August,174606
32360,tt0424142,The Hero,August,174606
32361,tt1753900,The Hero,August,174606
32362,tt4716814,The Hero,August,174606
32363,tt5655222,The Hero,August,174606
32364,tt7351476,The Hero,August,174606
32365,tt0014132,The Hero,September,43436
32366,tt0068694,The Hero,September,43436
32367,tt0424142,The Hero,September,43436
32368,tt1753900,The Hero,September,43436
32369,tt4716814,The Hero,September,43436
32370,tt5655222,The Hero,September,43436
32371,tt7351476,The Hero,September,43436
32372,tt0014132,The Hero,October,967
32373,tt0068694,The Hero,October,967
32374,tt0424142,The Hero,October,967
32375,tt1753900,The Hero,October,967
32376,tt4716814,The Hero,October,967
32377,tt5655222,The Hero,October,967
32378,tt7351476,The Hero,October,967
32379,tt0077681,The Hills Have Eyes,March,37722670
32380,tt0454841,The Hills Have Eyes,March,37722670
32381,tt0077681,The Hills Have Eyes,April,3649278
32382,tt0454841,The Hills Have Eyes,April,3649278
32383,tt0077681,The Hills Have Eyes,May,336258
32384,tt0454841,The Hills Have Eyes,May,336258
32385,tt0800069,The Hills Have Eyes 2,March,14920001
32386,tt0800069,The Hills Have Eyes 2,April,5592780
32387,tt0800069,The Hills Have Eyes 2,May,261977
32388,tt0464049,The History Boys,January,724436
32389,tt0464049,The History Boys,February,40083
32390,tt0464049,The History Boys,November,181689
32391,tt0464049,The History Boys,December,1753796
32392,tt0091209,The Hitcher,January,14176000
32393,tt0455960,The Hitcher,January,14176000
32394,tt0091209,The Hitcher,February,1728000
32395,tt0455960,The Hitcher,February,1728000
32396,tt0371724,The Hitchhiker's Guide to the Galaxy,April,16336142
32397,tt0371724,The Hitchhiker's Guide to the Galaxy,May,32520832
32398,tt0371724,The Hitchhiker's Guide to the Galaxy,June,128645
32399,tt1959563,The Hitman's Bodyguard,August,44694214
32400,tt1959563,The Hitman's Bodyguard,September,29763764
32401,tt1959563,The Hitman's Bodyguard,October,996789
32402,tt1959563,The Hitman's Bodyguard,November,13816
32403,,The Hitman's Wife's Bodyguard,June,27737685
32404,,The Hitman's Wife's Bodyguard,July,9902331
32405,,The Hitman's Wife's Bodyguard,August,140869
32406,tt0201661,The Hoax,April,6285000
32407,tt0462338,The Hoax,April,6285000
32408,tt2497618,The Hoax,April,6285000
32409,tt0201661,The Hoax,May,535000
32410,tt0462338,The Hoax,May,535000
32411,tt2497618,The Hoax,May,535000
32412,tt0903624,The Hobbit: An Unexpected Journey,January,65745916
32413,tt0903624,The Hobbit: An Unexpected Journey,February,6842472
32414,tt0903624,The Hobbit: An Unexpected Journey,March,1714501
32415,tt0903624,The Hobbit: An Unexpected Journey,April,154075
32416,tt0903624,The Hobbit: An Unexpected Journey,December,228546604
32417,tt2310332,The Hobbit: The Battle of the Five Armies,January,61885559
32418,tt2310332,The Hobbit: The Battle of the Five Armies,February,2805685
32419,tt2310332,The Hobbit: The Battle of the Five Armies,March,873213
32420,tt2310332,The Hobbit: The Battle of the Five Armies,April,6005
32421,tt2310332,The Hobbit: The Battle of the Five Armies,December,189549326
32422,tt1170358,The Hobbit: The Desolation of Smaug,January,51825381
32423,tt1170358,The Hobbit: The Desolation of Smaug,February,3433404
32424,tt1170358,The Hobbit: The Desolation of Smaug,March,1415537
32425,tt1170358,The Hobbit: The Desolation of Smaug,April,150455
32426,tt1170358,The Hobbit: The Desolation of Smaug,December,201542078
32427,tt0457939,The Holiday,January,13195764
32428,tt1677036,The Holiday,January,13195764
32429,tt0457939,The Holiday,December,50029085
32430,tt1677036,The Holiday,December,50029085
32431,tt0283387,The Holy Land,July,122003
32432,tt0283387,The Holy Land,August,248007
32433,tt0283387,The Holy Land,September,64389
32434,tt0016953,The Holy Mountain,May,795
32435,tt0071615,The Holy Mountain,May,795
32436,tt0016953,The Holy Mountain,July,765
32437,tt0071615,The Holy Mountain,July,765
32438,tt0016953,The Holy Mountain,November,1665
32439,tt0071615,The Holy Mountain,November,1665
32440,,The Homeless Billionaire,June,39493
32441,tt2398231,The Homesman,January,202313
32442,tt2398231,The Homesman,February,20764
32443,tt2398231,The Homesman,November,486489
32444,tt2398231,The Homesman,December,1712166
32445,tt0140224,The Honeymooners,June,11915819
32446,tt0373908,The Honeymooners,June,11915819
32447,tt0375819,The Honeymooners,June,11915819
32448,tt0140224,The Honeymooners,July,886249
32449,tt0373908,The Honeymooners,July,886249
32450,tt0375819,The Honeymooners,July,886249
32451,tt0140224,The Honeymooners,August,41826
32452,tt0373908,The Honeymooners,August,41826
32453,tt0375819,The Honeymooners,August,41826
32454,tt0010270,The Hornet's Nest,May,242943
32455,tt0073085,The Hornet's Nest,May,242943
32456,tt0126950,The Hornet's Nest,May,242943
32457,tt2611026,The Hornet's Nest,May,242943
32458,tt0010270,The Hornet's Nest,June,64087
32459,tt0073085,The Hornet's Nest,June,64087
32460,tt0126950,The Hornet's Nest,June,64087
32461,tt2611026,The Hornet's Nest,June,64087
32462,tt0010270,The Hornet's Nest,July,5676
32463,tt0073085,The Hornet's Nest,July,5676
32464,tt0126950,The Hornet's Nest,July,5676
32465,tt2611026,The Hornet's Nest,July,5676
32466,tt0468492,The Host,March,11964112
32467,tt13288200,The Host,March,11964112
32468,tt1517260,The Host,March,11964112
32469,tt5537146,The Host,March,11964112
32470,tt6774890,The Host,March,11964112
32471,tt8316568,The Host,March,11964112
